D_GSM1348933.CEL	D_GSM1348934.CEL	D_GSM1348935.CEL	D_GSM1348936.CEL	D_GSM1348938.CEL	D_GSM1348939.CEL	D_GSM1348940.CEL	D_GSM1348941.CEL	D_GSM1348942.CEL	D_GSM1348943.CEL	D_GSM1348944.CEL	D_GSM1348945.CEL	H_GSM1348946.CEL	H_GSM1348947.CEL	H_GSM1348949.CEL	H_GSM1348950.CEL	H_GSM1348951.CEL	H_GSM1348952.CEL	H_GSM1348953.CEL
FNDC4	5.53602509487727	5.14034040449206	5.44662810997635	5.91234806340684	5.14317362830391	5.37304495852969	5.89892229309005	5.44962998614708	5.26904429076338	6.0920344158506	5.27174214732273	5.60331997621117	6.60664520670712	7.15052515365232	6.33572725248121	7.0133032205246	6.55335717921164	5.53843632529904	6.81027702927376
OLFML2A	6.1437719045013	6.90489115939594	6.75537325317982	7.09825456458763	5.82485629999908	6.32773105737899	6.39723237534665	6.57137571015384	6.29334471113775	7.35886248121391	6.79798331191328	5.79689901502914	8.77568203370597	7.44157892482246	7.80658780199254	7.91563396107752	7.45293146770224	7.73598097118117	7.29419175830759
ANXA2	10.2074492200589	9.66077675196753	10.3776700312281	10.4196998021993	10.5773077456748	9.88151734859522	10.5484953193887	9.88396147345259	10.1205912298569	10.9192606238079	9.3747867266347	9.44356505437665	10.7046625974852	11.3015822350491	11.1593879917866	11.5671598893289	11.1328790401977	11.0914177554396	11.4744099734624
LRCH2	7.68740945870869	5.95124328899024	6.81875006232459	6.37281211577958	5.85424949559362	6.36576379816996	6.04342837530139	6.62634691575813	5.58629473648262	6.76903104393771	6.2960737750586	5.89684588997996	8.22991555711084	7.47705928526263	7.30252418505623	7.84163636382158	7.42276428454078	7.35177917566284	7.71893066267963
ACSS3	5.54125768696527	4.81600438530027	6.02616494325571	5.90340326019832	4.70924424953864	4.92857277144594	5.35022360693714	5.86196102177512	5.23299243129587	6.95494499446562	5.85716612854436	5.02392717592124	7.25861131892673	7.32757430604528	6.82763907165353	7.27977504114953	6.73957308880352	6.64204907656588	6.41614921338555
MAP1B	8.26279156133885	7.23983521877561	8.32387217199083	8.02077761144482	7.43508959461603	7.50847556566019	6.95582660650919	7.89990449631914	7.30736953972483	8.10310337089002	8.18338287512692	7.55051044048323	9.58711380330453	9.61665264752789	8.47468612069591	8.65695821675068	8.31984410032505	8.72712759634178	9.12044791010522
MSRB3	6.2637934993682	5.72950500462826	6.5991332661251	6.73745496895922	5.59484618254309	5.71815492774427	6.36214068613245	6.38862843858566	5.95099106566502	6.70793864348684	6.75171145473155	5.59819245217877	8.45268407198453	7.39591694187036	6.8299555981962	7.34914744262414	6.95035687856924	7.19635021091704	7.68404234244762
CAV2	6.43239103596831	6.86110864971338	6.8393173563405	7.3667154513643	5.93499707981544	6.36016426700833	6.78556263153785	6.22972787179495	6.87750878804405	7.39544435285246	6.60618701954738	6.46311489892197	8.75603715374758	7.91148688480448	7.10150967451924	7.59894489985168	7.63068183872219	7.64533854521556	8.04800001677722
AOX1	5.73456232293344	4.63355283913702	7.76725346978004	5.74776086513264	4.44984466430234	5.3081907135365	5.54843436391566	6.20914844900886	4.74732688228335	6.64520470445016	5.82734887847508	5.14693235120221	8.42866941380443	6.70341017736126	7.97387374261919	7.66060296579762	7.4192749684476	7.37198701016847	7.47280054016182
CAV1	8.33273847659717	8.50220948361241	9.0694360822778	9.51714865392722	7.33710995480836	7.58868186116649	7.95728729252667	8.26757893588757	8.27689617410024	9.17603231127479	8.43106852395658	7.86995398210254	10.5095786126574	9.51588759396565	9.41889430348721	9.44385295450849	9.83098202338161	9.36588248502609	10.2279610742253
SPOCK3	6.70690564500821	5.59687637333462	6.48343322058619	6.9392038511194	5.66912278376962	5.32116112607745	6.04442440644909	6.60094018562766	6.08944293775191	7.00640972166319	6.92589823865151	5.5509346206627	8.34255445121098	8.26494659353266	7.09971314557428	7.31228645280618	7.20016369812075	7.47942467374404	7.58835353268711
HOXD11	3.63683304756136	4.42562759634571	5.02536188392301	5.40170381127932	3.97700837800672	4.51804166929128	5.24117190423576	4.63136259850418	4.77237632987237	5.71626567174599	4.18810766495435	4.3360649842252	5.89501655151128	5.84881686397582	5.86086607399342	6.38049128869027	5.20324560315515	6.15109168551383	6.34053667966814
LOC101928731	3.10369360459087	3.57792610983873	4.21498558503294	4.10582194974225	3.78555859476829	3.53981485087574	4.32033772942972	3.45907696421468	4.16679418741516	3.78413961779773	4.5322923927473	3.21749102766597	6.80279195081089	4.7861548854217	4.65918009609887	5.15591261693763	5.50182615922075	4.36667765643895	5.23617481047484
AKAP12	7.53691074746107	7.37588051865573	6.50350884166811	6.70106523356601	6.58633057988853	7.93387351475892	6.65943145594215	7.35585742213397	6.50999992112231	6.92881943706838	7.51438312345692	6.36966948796844	8.92318034231178	8.92885599895842	8.09343789365283	8.62598679053373	7.57575342560512	7.56198167407911	8.16305167401311
PHYHIPL	5.30528199649699	5.34123760720222	6.32321169571669	5.29016062527535	4.93631179753189	5.03189462435265	5.24452048015654	5.54234000093574	4.68684981509607	5.69428153081315	5.15134181453112	4.96742383195758	8.18932978232671	6.45571129935362	6.60222805380105	6.57849118197625	6.41907964059705	5.43248415950343	7.26968012239853
SDC4	9.53791040202995	7.7983088689836	9.45911047589807	9.98172044957831	9.82902429425173	9.67671903160539	9.36219843792532	9.74400971285123	9.86263561222029	9.86263561222029	8.52023085727635	9.38697891407939	10.9520323748735	10.942432572812	10.6072755303575	10.7159398218882	10.2332123889816	11.0138868460803	10.3756610710032
RGS7BP	6.62695812737448	5.26184866800398	6.63282295053377	6.96144939601594	5.30432162676694	5.26184866800398	5.53849051065471	6.00054105947125	6.13452558276581	5.92282336445337	6.25679247228417	5.61494376172313	7.35654471397278	6.83380568045526	7.38335187305799	6.9269198656049	7.13316041360736	6.88028155875441	7.20964475672688
FHL1	7.68007567538739	8.80091573874797	8.07162610413999	8.96398146334876	7.22117804895194	7.1807486302349	8.01843665716845	7.25343568522464	7.5683401205429	7.74579161925553	7.38991661044436	7.91889713883781	9.85377391267915	8.86869492599978	8.78705560358522	9.39730875301397	8.76055718627348	8.69465449762416	8.99776108300082
PARM1	8.94488429531147	9.10334497473169	9.56497834284841	8.61859301994255	8.81276549433316	8.9648703766583	7.6101672380449	9.4689428161864	8.57608088815453	9.3704301140837	7.96191554725412	7.68624447576879	10.2998310543022	9.54895157716299	10.3519872505236	10.2621135527069	9.99013219271087	9.55338495115056	10.3536449059645
ST8SIA1	5.80474863002859	4.53493056243914	5.30623789584253	5.09930262549509	4.3271623969589	3.32856403190785	4.98239926656421	4.47557179051299	4.16844213637829	5.55598760312785	4.73262519216881	4.695818430477	6.81558845841278	5.84917927230921	5.94928358779599	5.83527455945497	7.08449697935226	6.03346009248825	5.6933249040309
LOC102723845	4.96854204103186	4.65618596478674	5.36350299959989	5.15207331184339	5.01699252555768	4.63886950399273	5.37174749790718	5.50554885345904	4.78379614763555	5.81197552858919	5.50697174369973	4.22848830953173	7.07507516787101	6.042152516741	5.64340852872914	6.0591130627263	6.14276083938679	5.96274542850337	6.00114418535385
FAM107A	6.62679222825548	8.00137785807725	8.14069535359394	8.2123017159674	6.79204764903682	7.03916591371765	7.68486770499164	7.32740293250711	7.56259940490926	8.25113819759267	6.41248978488945	6.36159759142122	8.16351734291326	9.25400720017124	9.15035415478962	8.6947097415897	8.77495814728477	8.60743099963903	8.57457190844489
MAMLD1	6.14442481707206	6.04562107650958	6.437605203673	6.8443697726335	5.39712368651827	5.50650898455127	5.77628849423617	5.88797934108643	5.72380921574211	6.79587155600089	6.44188315726967	5.49497392633285	9.09482196938146	8.5259235080513	6.60840130453931	7.07860969236541	7.08277695921895	6.72743741106333	7.95288144417701
UBXN10	5.08176140144338	4.23619389946185	5.45881009437535	5.54867042279023	4.59743156730309	4.86137865627314	4.83113970894646	4.52976151151005	4.55092155768317	5.62937187695638	5.15987231107581	4.85063110303003	6.92859822920729	6.44488670858004	5.6234292291086	5.68608280585534	5.95040502637406	5.35477324000086	6.10829455825432
PEG10	3.40888381334612	3.47547239648618	4.58933457399727	3.88783801711049	3.77185619351351	4.08176196020182	3.6180798352882	4.16027842689454	4.38443462153637	4.48185239903112	3.43938628728064	3.25000497355727	5.47723575466006	4.07250856306994	7.80352634424291	7.14484528765253	5.91557600279932	4.87778977595274	4.98506446821597
ITIH5	6.52865449256286	6.78850210263921	7.20603682462373	7.15936235391606	5.44298804809934	5.75725199944476	6.72011479304485	6.21997429771618	6.03562773201055	7.02475261640268	6.71885408841451	6.2489932519353	8.6459782631727	7.9662257071579	6.92440366403506	7.44593833076042	7.70801536166203	7.31507381790032	7.91124225368621
RBM38	6.46387186557301	5.89335565018724	7.03335025949712	7.64860572499901	6.50294353522039	6.89579985831929	6.65933908665321	6.64627129499925	6.94075450235304	7.22185797404574	6.33102236745407	6.3704936224804	8.82138802213732	8.13806132767352	7.05279402535231	7.56460220334553	7.41702989604395	7.6821969700854	8.24724991268626
VWA5A	7.39996505969192	6.83833794677635	7.67046220438252	8.3536794462148	6.61910595726998	6.57886730464068	7.03810415334415	7.20058879536034	7.214682807236	8.21991880612153	6.97662944857493	5.86279851795205	8.76889474605111	8.92164689336807	7.8403788202292	8.26944482912772	8.3626255872746	8.50905435686154	8.55210376154524
C8orf88	4.90582551394132	4.34546663760972	5.44404965994722	5.71840974780449	4.18934166157155	3.69229920567772	4.56912526686066	5.0365567037888	5.23569243940401	5.10571042946852	5.33986570463143	4.17834320563528	6.73990778622894	5.47385872307482	6.52335479321168	6.18548973477836	5.8706546158926	5.34354620266229	6.50209790018386
MAMDC2	6.96066285413763	6.64472138468585	6.01535381501235	6.82441052697744	6.07069352329382	6.22958320306761	6.47685323626637	6.24843433870581	6.19721173806091	6.63300572307918	7.17893720954861	5.07787752272333	8.46091378336705	7.67556331054874	6.97067100157657	6.96490295782567	7.55594609474676	7.63573544477148	7.5344479309398
ZNF516	8.19263117597463	7.4676902331019	8.43414261096957	8.43306365593879	7.6116730640782	7.02714120536636	7.44156085486613	8.8275716632373	8.05108239120312	8.92954846204436	8.26920785787078	8.21855328703924	10.211830619291	9.16505043424277	8.86004250786706	9.13198535206574	9.08365569536885	9.26831077507891	8.9654692266911
SLC16A5	5.33957855343964	5.67229815230297	7.55188279946881	6.73531443895307	5.28826291104113	5.68143411495499	6.56291667149397	5.69738537550167	5.86276076090505	7.1266587931602	5.41887327065566	5.91661154393609	7.16545892487822	7.27610077389106	7.51369827418686	7.29608077607657	7.84255867781538	7.94667991778353	6.97673031471007
TMEM246	4.71346973668061	6.43965623902141	6.52557022597927	6.00007550879384	4.11745014509687	4.68863823948241	4.68114469857839	5.98565766568808	5.34329089977962	6.34223591204745	4.92251384143544	4.51686993297982	7.07432828729278	6.22136630010341	7.25501709509695	6.88904393874004	6.94219274154224	7.03210604467372	6.7053026939764
C2orf88	3.37326359792246	3.49613670853615	4.54772866940962	4.73745853302134	3.33033724556195	3.47774489051555	3.72304244246536	3.84070407944634	4.22442921721667	4.6013767776277	4.06523575799054	3.31190105653407	6.80275129880159	5.91760893078943	4.56134779139728	4.43830550634087	5.29150064211316	4.67692976169341	5.35840881146624
MYOCD	5.64565908077619	4.3748634951349	7.12139535279642	7.07144703276227	4.88405119607507	5.20054595240525	6.24400272399455	6.00283774387129	6.10209895981795	6.73135098590832	5.77863706383891	5.42814854579644	8.80913721233164	7.37123232803334	6.70335945757132	7.18942461001554	7.28796317085173	7.28407452551234	8.61359088349193
S100A16	8.19356108509319	7.82964162090772	8.17136914571919	9.24266095847844	7.25368750753262	7.8900657284163	8.32222259253334	7.80402159453573	8.01383672627333	8.69857096119527	8.29483220526282	6.6083860585678	9.432515690094	9.96917792657527	8.78006920930218	9.01889507821583	8.83839704457297	9.35893008275969	9.51919837646394
LMOD1	7.982969072529	7.05311918103854	8.81532534675596	8.41230670022914	7.02167237418634	6.85510082650534	7.93640952646652	7.07586038529767	7.28462747335673	8.28202828545718	7.85087359026369	6.71607756562473	10.676256277783	9.41367315579464	8.15471895959554	8.99784038456265	8.90092191102618	8.65466087647999	8.99745160829104
HOXD13	4.00407087978081	3.57190373100934	4.39709331043723	4.63028926323183	3.85240935479558	3.94262873829259	4.0982175373961	4.21283826839009	4.093346820163	5.19370107163212	3.79602168184516	4.06360520160405	6.8708921832637	5.57469259878879	4.47230162573293	4.80388514022586	4.91224173087281	5.56733354031696	5.31888943433641
RND3	9.09707793103794	8.82373150108025	9.62876923150545	10.4824751493772	8.40850627016434	9.90124560974911	9.78680599186009	9.21318937367226	9.68821638344426	9.85935105174666	9.01904211945245	9.18473803368204	10.5522883191443	11.3102500622797	9.75868140735351	10.3492199565824	10.3327216484606	10.7925749194182	10.7754498556102
NBL1	8.58699486860545	9.23193299632942	9.35011038552534	9.16460922510745	8.49751036880334	7.72050209714892	7.98105222336231	8.3411741896041	7.90229539896356	8.89741878317471	8.2563640732745	6.82958000125668	9.27027787924007	9.4447114778772	10.1079310871677	9.84837103722469	9.93399143762466	9.43644496118778	9.5711892439116
PCDH7	5.38186181435347	4.19133503074873	5.75818445295554	5.95783371324753	4.62639792695046	4.6021653398347	5.16352620393415	5.28452994452703	5.23839437657718	5.95280386385795	5.30549509022858	4.59223635302934	6.1179664307893	6.07853114942451	5.82502018937631	6.13501607907022	5.99174292223461	6.48527897100699	6.88421762601749
FAM167A	4.48001715571397	3.90646763559176	4.84160474299518	4.10235282924339	4.14621932977984	4.48854622219283	4.85972180017654	4.95764051025646	3.95278059414265	4.70477467976216	3.92182505900545	4.01654586855445	6.87808976130825	5.28141866520769	5.26511310614363	5.1895895271222	4.85964699384086	5.78934064895434	4.90234754992457
EFS	6.40729970693066	8.19654810915277	9.14296930908129	8.63772233236093	7.32141546839698	6.69387358020519	7.67536629517442	7.24637395316396	6.86813237701823	8.46303454042247	7.22886235836526	6.43338198227445	9.3288128609706	9.56268901893312	9.12962296271927	8.76068404042163	9.1236003636696	8.40801530781663	9.15874653857621
EFEMP1	5.51492005657144	5.50047614258416	6.99521527942561	6.49904250200205	4.82949483328029	5.44913458188362	6.24961531650094	6.10246671948414	5.87796505183683	6.93809164139072	6.3103801792561	5.06920530595575	7.31702683471165	7.68524161925387	6.66769480197256	6.77562677463865	7.29282861930472	7.06159496377096	7.33825755656681
ACSBG1	4.87777846171484	4.62988340134565	6.37398295274127	4.95546724762135	4.33512844695513	4.31036033958395	5.2117458620754	5.30962135175786	4.78940130554149	4.77301882746941	4.74816104782664	4.5179672777434	6.2684926173213	5.41920560416906	6.59023597993511	6.74156545035992	7.58597525553413	5.13942904904231	6.01781164775366
EID3	4.76550994136346	5.57070914464735	5.38502303099175	5.45630097015924	5.26256121421384	4.50157046377218	5.59958225142426	5.62500283643023	5.39322974390374	5.38252600494469	5.40410992919847	3.85828873080422	7.70803243521133	6.31416032746005	5.78175863304777	6.09699962329705	5.96039338755103	5.94494711737219	6.88127469244581
DPT	6.18098242446312	6.45833168057862	5.97460144116356	7.18888023660628	4.48937870907222	5.27367102312316	5.7145821971814	5.13624492802473	5.69228074461517	7.07639777271039	6.56307676267864	4.96968897244155	8.10271038946225	8.2362207521301	7.51401390557122	7.67554186555293	7.62647494509872	6.35067530614719	6.77014473054027
MYH11	8.94775465770949	7.66034498293786	9.93018116968824	9.51247564086937	8.54079571060373	7.93119714953279	8.82502621184269	8.96888148836227	8.60343419744707	9.59489226786676	9.21896967178646	8.74279030032249	10.7236125943421	10.2348941013163	9.35353822443517	10.0585138785388	9.83789164687989	9.8855725385825	10.2998076577323
FBXO17	5.37549576232957	4.55001022114654	6.68870767452693	5.81152145612418	5.65886594235247	5.01559554407813	4.91043043854406	5.97219960806379	5.11898395622995	6.16196617334662	5.59246910695326	4.7133059521601	7.39595097502754	6.79911090645488	6.45872973795179	6.26964374762807	7.35389652030516	5.80204230745074	6.82749089182077
C3orf70	6.7244718664115	5.72234786231126	6.91598425397572	7.06986044826272	5.42597600387346	4.67798990781772	6.16786196072976	6.6078692201851	5.8016061192729	6.94123410842819	6.81635518528217	6.12695846134935	8.6175637375364	7.47549136696186	7.15535850839592	7.42645320075635	7.72635633283172	7.07628370781607	7.54344728779306
LINC00092	5.34047856375388	4.88453374384518	6.45370251064972	6.02958977099753	4.81971480766473	4.76967528304363	5.77760477789993	5.247805952494	5.3328741579902	6.56904947366259	6.10782749830601	5.06808851925141	7.06059843068204	6.95518821470218	6.4164216573169	7.05696724379134	6.64430867988713	6.14809379157266	6.23920578928539
TIMP3	8.92821430144992	8.53804592883054	7.95481306932579	8.58978244366446	7.19292968568684	7.6367877305003	7.49895337946071	8.75074205446395	7.83943573092698	8.38655956313405	8.30526591688282	7.41700316459949	9.38937046653843	9.31946379445037	8.53788732872331	8.67593199519688	8.82452361378111	9.62716507525035	9.6630047338248
ROR2	6.9691615182847	4.50342052849334	7.34306857094951	7.10979678245961	5.75385013317028	5.52567779825816	6.74320763598311	6.71582401586807	5.76751652127836	7.54481175011477	6.74421401171416	5.7179157726783	8.62695199986555	7.68097901767344	7.58562826486941	7.39624317209415	7.76784118376749	7.83287695771087	8.0584538068884
LSAMP	4.8927851011602	6.51376830591323	7.68529648344878	6.61242886914685	6.050088298146	5.1137473445757	5.23922260021967	6.64525343215189	5.10770717994692	6.93914394135557	5.46002322674048	5.55895741448709	6.48542890077896	6.64678665727866	8.23996892340048	8.38538008420742	8.37292474437174	7.15936992914989	8.51355030296513
KCNK3	4.56676060707024	5.00156105824803	6.37372174840868	6.56046084397187	4.67559771672591	6.44787387099683	5.45488448657236	6.07986089029542	4.45214296247578	6.25175653194485	6.20666990696856	5.35614868748722	6.82676705719628	7.48982402096028	8.01109319015574	8.12962358841261	7.49355534706732	5.75539031138864	6.56116154934025
POPDC2	5.52274663568623	5.79682993923959	5.98297415603855	6.52150948087119	5.60436917816368	4.61709375781397	5.60678079415702	5.3684164960586	5.47248005315537	6.17510436944103	5.95428322048876	6.21332945187387	8.0446779519869	7.89656609664302	6.16674650408759	7.11194299351644	6.44949346315017	5.94750013730475	7.03976968497476
PPAP2B	7.05915527700103	7.62388213372301	6.58610106126119	6.65835578268461	6.59171056426017	6.7049643855325	6.2872664528467	7.97374994145715	7.03834179420914	7.13774874613328	7.90130712711679	6.6508902492087	8.75323451739089	8.12307960113946	7.28545326770205	7.73313459509237	7.68316077905466	8.55833094340129	8.45040426216569
CSRP2	9.22688735897109	10.6699574233452	9.06177023659389	9.75446847002465	7.62316034256703	8.34989607054785	8.72375043884433	8.95832768539248	8.41175704401311	9.3966780854309	8.79675370887751	7.6271693761691	9.4368239606304	10.1428961663752	10.8707772085868	11.4328473455829	11.1404430969554	9.64430561730539	10.5209685386425
SLC18A2	6.14410039494	6.07037353676442	7.72994584676068	6.90104932353539	5.40273755631027	6.09201007169887	5.79642289804892	6.35684659351338	5.89347347124138	6.90939077340114	6.07122787441596	6.2919060548923	6.49262791950415	7.11159542160084	9.33997181284166	9.34033925363971	9.49461874375668	6.582963405974	8.34051299475115
TUBA4A	8.81105766600826	8.14473872159088	8.98087231715058	8.88684797772783	7.27802119731196	7.56076820314227	8.56692230876735	8.19909321215878	7.99877583068522	8.84575910526449	8.63965001882809	7.26820314889354	9.09958488953011	8.91029415826606	9.55381052134863	9.61216339339901	9.56539628752185	9.22436661934454	9.08106585375754
DACT1	8.68998860451211	7.46878719316178	8.04847704127164	8.74061772924566	7.43913995259468	8.40263221136481	8.01501577066996	8.41354371434867	7.83625910447739	8.21037723125894	8.46428245749387	8.4023811687395	10.2022927566358	10.2811030497325	8.20956643554537	9.32206680761194	8.69012033643491	8.75464277564115	9.54545983291506
FAM46B	4.63757430493185	3.12383840642493	5.31371730630196	5.9283236217573	4.49561641773783	4.31682032411524	6.18592874481651	4.35870033424409	4.70080956028439	5.65472493510785	5.31826557376704	4.63168768624009	7.96240122660337	6.75560571882421	6.03343539740895	6.88446643380159	6.03910747291601	5.20341119072066	6.5018134826825
SRD5A2	8.33691120650957	7.58199840623099	9.17589788779305	9.67692302816536	7.95472889271558	8.08091937602802	8.29323926948039	7.78659478982975	8.38272394451792	9.13982755237199	8.7488235787804	8.2544894324337	11.0747931256223	10.0956098964047	9.08450127548938	9.09591269424869	9.10534850258728	9.2976388836719	10.4552370291829
ITM2C	9.9706262616958	9.56992169957565	9.95279073584008	10.1150455597446	8.71695983188489	8.04618248968711	8.62775218623895	9.88745374151119	8.73901464792847	9.6600779694113	9.14476004591782	8.60708069426093	10.6032736501096	9.94419035885969	10.330075110762	10.5218467210825	10.5952227484869	10.0881745024451	10.2818156201039
SGCE	8.46517651961235	8.5293020103678	9.0866206889103	9.11143915648566	7.64924391605083	7.68182039247168	8.08051948469014	8.61153602112227	8.18725411809361	9.26800320938773	8.4861271732437	6.90664882635254	9.85295663940272	8.40715922060486	9.79722417221914	9.96494188374571	9.59718440390036	9.42289089522145	9.66143143684906
C12orf75	6.48496731700051	6.06375664117469	6.76697715590718	8.26255839787605	5.86435968588226	6.12997073731813	6.40470688335614	7.04943780140518	6.28492378600622	7.82743501344759	7.1246741877262	5.20476175036945	10.1389158828757	9.00122119716402	7.14562926743673	7.95439269222492	7.98565456858355	7.55473013584179	8.22396980377514
ATP1A2	6.38828582263825	8.08028415092659	8.31909825250667	7.99407267896705	6.01139446065318	6.0963921238983	6.54195240903533	6.48326557001682	6.52531752412763	7.49149487348642	7.04486085000349	6.26935900719212	9.95613342597867	8.61699671718072	7.54972876053506	8.0640681519356	8.32811344398644	7.83625349080442	8.69360280414963
TSPAN18	6.06778437289929	6.08052430254644	6.26918968315468	6.56264626076121	5.35677852312984	4.91750962301007	5.780165281865	5.84392208755065	5.33154778429965	6.30624328064479	6.12717231488916	5.78164375912184	9.02949554536716	7.32282470941196	5.99625458571583	6.5420289056026	6.78085918041574	6.79783529237153	7.6146014838822
EFHD1	6.15490799657155	7.64691282652569	7.5448923442591	7.91469176219474	6.76853902776755	7.7200023412375	7.38496485792528	6.85593368111668	7.02653792818132	7.13357227342058	6.7105344200846	5.68814054269895	8.03182939274173	6.91545492284429	9.68119586015571	9.0306534220491	9.46204447021849	7.50832142175268	9.3962926091332
LARGE	8.15500346322055	7.61979789060174	7.58722679701298	7.79366536882137	7.0918763108767	6.90882684245728	6.73621606156236	7.00692181319622	6.54802868261415	7.77210980949841	7.60147403153215	6.68826679842752	9.31351992436277	9.00652682452002	7.71566521078737	8.23138777934782	7.85298227116857	7.97335071905136	8.14984829527597
HSPB8	6.35257360587996	6.97988269849154	8.05259092261645	8.05682303880986	5.78876694889865	5.98839511027953	7.00729347479394	6.30450456255964	6.75892290889059	7.45079635633981	6.905364749579	5.9589916178436	9.81170858813282	8.53484890670125	7.43657918848518	7.89443398111511	7.89050899801177	7.68048196062018	8.28357173555013
LINC00960	3.19301574109777	2.84920886099373	3.41465081543356	3.4389375974823	2.84969599350818	2.80190977155037	2.97804836400928	3.6869891747887	3.73175135393012	3.14497298186513	3.13364996819385	2.98445872312464	3.37587943831774	5.03192208033872	4.4453195012925	5.56673007129034	4.5130592269005	3.94013274168401	3.03545776934433
GSTM4	6.17474138531385	6.18393865586352	6.70367661861054	6.95602277212186	5.23139490463543	4.35381010355646	5.85442732243861	6.16134525905403	5.78461763987412	6.57261614017777	6.15952660872272	5.99574648129506	8.33528566964666	7.22165043132179	6.64961294932253	6.714159041658	7.13705333228602	7.38857314170395	6.95079489496013
ITGB1BP2	4.42499735902882	3.39741611770697	4.77849973736206	4.82878610118194	4.37253741797013	3.7601615385518	4.79468182638877	4.47273915113074	4.06699506255108	4.79468182638877	5.06941037590624	4.50997693080633	6.84120532997429	6.23022791864641	4.74181048850978	5.53663084192998	4.92652255945033	5.05197649724285	5.42603648041643
MYL9	8.66176346063607	7.51875378130214	9.52873725332791	9.75927562323174	8.18822937853841	7.30536799019216	8.64267433286195	8.45943870748977	8.25299258487621	9.03153869804995	8.97354554043695	8.05967751818057	10.2547089076368	9.97101143041893	9.21262065329762	9.79148582249788	9.63886769055568	9.06625141123717	10.0758350759389
TMEM35	5.99123216106712	3.28981080883784	6.51066417128409	7.60775396818711	4.24710863811151	4.03883652292666	5.0613350923308	5.45313441919684	5.22940889549931	6.51573582031505	6.49519407602957	4.41982577806571	9.79135911660338	8.41285233195672	6.2536529062435	7.03894484808065	7.34306857094951	6.9525043577746	7.50011977130603
FOXF1	9.30096433768183	9.42156232741309	9.87198524329639	10.2686617484887	8.24366214009632	8.90784728344901	8.96089588951231	9.73938013282816	9.13965097369606	9.30737156684062	9.51839894740739	8.57680476009505	11.1255747447379	11.1896935291986	9.25524564101717	10.4473464498024	9.88801214489168	10.0791334346996	10.7602681353145
SLC16A9	7.01980296683715	7.63045854663614	6.96264459791739	6.43232703907575	6.54887151434609	6.35929858471886	5.41908796533301	7.22569078156708	6.15232825614781	7.12567653009575	6.78747275320277	6.41069235319343	8.2555495578077	6.83232482980898	8.2185475179579	7.7532386490094	7.51207086321057	7.55873645046318	7.63092575927222
RBFOX3	5.26468714354276	4.10086036415442	6.55701574378602	6.51361958454645	5.04822947365691	5.51381213115068	6.33710949088403	4.23118443644772	5.38802383638603	5.98150750675696	6.06906415554702	5.37971967917851	9.41449190459678	7.51304123732926	6.05348797189365	6.91150642745778	6.89423572946029	6.26129126627974	7.33972527920119
STAC	5.78896185611855	5.94638563116053	7.94986494555386	8.04291917724777	4.74320347230225	4.63735957643592	6.01650098734967	5.31432505651556	4.47776550131817	6.42516019508186	6.43276812881922	5.29473333762852	8.99798312158182	9.31311603712333	6.27637088356133	7.83620382594925	7.57470441904064	7.19272809669188	8.40753461924252
FLNA	9.29533522833581	8.0099130030567	10.0191751367354	10.1550917297313	8.24822577739968	7.99766414237056	9.12784832121299	8.42093964385203	8.47392168016108	9.62022216014733	9.29481943204502	8.51267715418665	11.4700462657711	10.9001727524434	9.49562006392192	10.1146989599879	10.0602533893504	9.58600557610914	10.2047774176641
FZD7	8.48350929517579	6.78506301348783	7.89569386206163	8.78468953052428	7.05155915207715	7.89484977924143	7.94752683512782	7.83415844102911	8.09692271194045	7.91527034830337	8.28559373252271	7.20479609511306	9.54864102773728	9.25445477141426	8.03671508458225	8.65952103990534	8.35114345827557	8.98641596800112	9.53477779388574
PAK3	5.87813380641673	5.23054712982931	6.94417293339717	6.66989804273338	4.99324742497886	5.11088702401075	5.69515161281959	5.17702213838651	6.09199748303064	7.11799959400027	6.65756777933247	5.4789441258893	8.55221719542288	8.01799462737729	6.60112242948564	7.05481313903696	6.96033466050025	6.612718767177	7.12986338940519
RPL39L	5.29162664959838	5.7084505804069	5.74441674734866	6.59968570116425	5.33743510423282	3.97617263980644	5.64893737431787	6.18825782645908	5.76511100213141	6.44810463487036	5.70885051251124	4.78589516550916	6.55260804230847	6.50851734189833	6.433385448013	6.63029337179703	6.71465971952414	7.28193095973354	6.67807667145585
PTGER2	6.25725388678307	4.72321736030617	5.43741699645697	6.80166792477491	5.33213491071892	5.89420651163411	5.95368447877203	5.5373847439914	5.74205292679053	5.95464552360822	5.97249717307612	5.06196819119589	7.17791404189305	7.87668816666546	5.98801584863394	6.64279241775728	6.0464874742051	6.6758065954353	7.27231630767908
RAB9B	6.00513204871699	4.70717336587431	7.21954234879789	6.88764602489434	4.99123901854868	5.53257695206966	6.2218290983549	5.35845595536988	5.95493536576962	6.75843482165975	6.82947209663423	4.87865868827696	9.06180024761345	8.27921901309039	6.71838050168911	6.92132719135219	7.11554552886956	6.62881569721345	7.86666765201948
LINC00844	9.25215180919097	8.57416993178019	10.695176746263	8.91135768229682	6.26062264923467	6.89963081148092	6.1137871286568	8.30419068167763	7.02055049991061	9.22535086303239	6.92754376759496	6.714154963294	10.5364022584585	9.23123002624904	10.7069790715936	10.9708826524011	10.6051753794164	8.52275306152387	10.7364081390499
